id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,city,neighbourhood_cleansed,has_price,price_capped,rental_type,price_tier
1155817783358050121,Luxurious studio apartment,63256048,Fé,De Baarsjes - Oud-West,52.37015,4.85278,Entire home/apt,160.0,6.0,1,0.26,1,57,Amsterdam,,True,160.0,Short-term,Budget
39829995,Cozy apartment with canal view,306454306,Jeroen,Westerpark,52.38252,4.87719,Entire home/apt,,2.0,12,0.17,1,0,Amsterdam,,False,,Short-term,Unknown
923977446409707028,NEW! Modern Gallery loft apartment,33089464,Stan,Centrum-Oost,52.37129,4.89969,Entire home/apt,,3.0,12,0.49,5,0,Amsterdam,,False,,Short-term,Unknown
1446253555687086585,Appartement met Dakterras,118959692,Michiel,De Baarsjes - Oud-West,52.37463,4.86224,Entire home/apt,272.0,3.0,0,,1,365,Amsterdam,,True,272.0,Short-term,Luxury
9834151,Luxury family villa in city centre,47819385,Frank,Slotervaart,52.35313,4.84246,Entire home/apt,447.0,7.0,20,0.17,1,361,Amsterdam,,True,447.0,Weekly+,Luxury
884670185008681333,"Cozy family home Amsterdam, close to city center",388517488,Ilse,Oud-Noord,52.3880322,4.9489588,Entire home/apt,,3.0,7,0.28,1,0,Amsterdam,,False,,Short-term,Unknown
18261977,"Amazing view, Large balcony, Family Apt - Centre",5368199,Syl,Oostelijk Havengebied - Indische Buurt,52.37528,4.92351,Entire home/apt,,3.0,14,0.14,1,0,Amsterdam,,False,,Short-term,Unknown
1379015118243256820,Appartement in bruisend Amsterdam West,72683672,Fine,Westerpark,52.38388,4.87575,Entire home/apt,196.0,3.0,1,0.21,1,143,Amsterdam,,True,196.0,Short-term,Mid-range
657644212555336655,2 Bedroom Apartment with Balcony - Amsterdam,179670405,Maarten,De Baarsjes - Oud-West,52.36811,4.85281,Entire home/apt,208.0,2.0,2,0.08,1,253,Amsterdam,,True,208.0,Short-term,Mid-range
32483053,House for a family in Amsterdam,15343211,Brigitte,Gaasperdam - Driemond,52.29907,4.99637,Private room,,90.0,11,0.14,1,0,Amsterdam,,False,,Long-term (30+ nights),Unknown
1118184165638884622,Apartment 15 min from centre,67717531,Svea,Bijlmer-Centrum,52.325197478342,4.946738767888515,Entire home/apt,,4.0,13,0.86,1,0,Amsterdam,,False,,Short-term,Unknown
19548304,Family House Amsterdam IJburg,137319556,Dorien,IJburg - Zeeburgereiland,52.34875,5.00692,Entire home/apt,,4.0,11,0.11,1,0,Amsterdam,,False,,Short-term,Unknown
32055714,Chez Thoth,20149410,Vincenzo,Bijlmer-Oost,52.3177,4.98159,Entire home/apt,102.0,4.0,15,0.19,1,89,Amsterdam,,True,102.0,Short-term,Budget
1197640682243354608,"Great views, city center, sleeps 4 people!",588303522,Mingyur,Centrum-Oost,52.37359302124144,4.901750641673312,Entire home/apt,194.0,3.0,73,5.26,1,232,Amsterdam,,True,194.0,Short-term,Mid-range
18733380,"Ruim, koel, tuin, voor rustzoekers, nabij centrum",7999699,Nathan,De Baarsjes - Oud-West,52.37109,4.85758,Entire home/apt,,3.0,33,0.33,1,0,Amsterdam,,False,,Short-term,Unknown
639087957745163371,Lovely 1-bedroom condo in Amsterdam South,291545715,Edvina,Zuid,52.34313,4.86215,Entire home/apt,,3.0,0,,1,0,Amsterdam,,False,,Short-term,Unknown
711987004424743978,Stylish apartment in vibrant Old-West,54352284,Nick,De Baarsjes - Oud-West,52.36924,4.86708,Entire home/apt,,3.0,6,0.18,1,0,Amsterdam,,False,,Short-term,Unknown
1394332614333072317,Brightness of Hoofddorpplein,68294035,Alejandro,Zuid,52.35075717718841,4.846569309030099,Entire home/apt,121.0,3.0,0,,1,256,Amsterdam,,True,121.0,Short-term,Budget
20954102,"Spacious, clean, modern apt - 15 min to Center",67236983,Mary,Bos en Lommer,52.37647,4.84639,Entire home/apt,,2.0,10,0.1,1,0,Amsterdam,,False,,Short-term,Unknown
18942271,Bright and light houseboat,598162,Frank,De Baarsjes - Oud-West,52.36228,4.85832,Entire home/apt,,2.0,23,0.23,1,0,Amsterdam,,False,,Short-term,Unknown
543574017266096903,Nice and luxurious topfloor condo in the center,28471440,Olivia,Centrum-Oost,52.37313,4.92258,Entire home/apt,,4.0,12,0.28,1,0,Amsterdam,,False,,Short-term,Unknown
32234583,1-Bed Mezzanine Apartment at Wittenberg by Cove,241644101,Wittenberg,Centrum-Oost,52.36503982543945,4.909975051879883,Entire home/apt,222.0,7.0,2,0.03,13,346,Amsterdam,,True,222.0,Weekly+,Mid-range
50236155,Karakteristiek huis midden in Amsterdam centrum.,16029930,Elisa,Centrum-West,52.37641,4.89078,Entire home/apt,,2.0,1,0.02,1,0,Amsterdam,,False,,Short-term,Unknown
972267051483180173,Appartement in oud-west,487011105,Niels,Westerpark,52.37301868870138,4.872399643063545,Entire home/apt,200.0,1.0,27,1.16,1,70,Amsterdam,,True,200.0,Short-term,Mid-range
17435636,"Charming Jordaan apartment | CENTRAL, COSY, BRIGHT",7447336,Solveig,Centrum-West,52.3771,4.886,Entire home/apt,,4.0,22,0.21,1,0,Amsterdam,,False,,Short-term,Unknown
674402665489365710,Sunny appartement in Amsterdam North,55934790,Isa,Oud-Noord,52.3888455,4.915767799999999,Entire home/apt,,1.0,7,0.19,1,0,Amsterdam,,False,,Short-term,Unknown
749242952490487632,Prachtige gezinswoning in Amsterdam,21923467,Ricardo,Buitenveldert - Zuidas,52.3284791,4.8578188,Entire home/apt,393.0,4.0,4,0.14,1,173,Amsterdam,,True,393.0,Short-term,Luxury
5809024,Luxury room with private bathroom,28640347,Marc & Ellen,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,107.0,2.0,289,2.27,1,136,Amsterdam,,True,107.0,Short-term,Budget
1451462025443195961,Spacious and Bright 2BR Loft in Citycentre,39110511,Mike,Centrum-Oost,52.36016,4.89686,Entire home/apt,,1.0,2,1.09,35,0,Amsterdam,,False,,Short-term,Unknown
9840061,unique historic basement at the Herengracht,44419971,Kiek,Centrum-West,52.37971,4.89274,Private room,130.0,2.0,548,4.64,1,242,Amsterdam,,True,130.0,Short-term,Budget
23312970,"City-center, Cozy, Loft Space in Historic Building",4674102,Andrew,Centrum-West,52.37414,4.89404,Entire home/apt,279.0,3.0,365,4.0,1,314,Amsterdam,,True,279.0,Short-term,Luxury
51546609,"Bright, Modern 2 Bedroom Apartment with Balcony",59292320,Lydia,Bos en Lommer,52.37665,4.85712,Entire home/apt,,3.0,11,0.27,1,0,Amsterdam,,False,,Short-term,Unknown
1719227,"B&B Hutspot , 1",9064219,Hans Govert,Oud-Noord,52.39718,4.91789,Private room,94.0,1.0,2,0.41,1,220,Amsterdam,,True,94.0,Short-term,Budget
1012342447941152377,Heaven in East B&B,12518974,Karin,Watergraafsmeer,52.3499,4.93633,Private room,,2.0,2,0.1,1,0,Amsterdam,,False,,Short-term,Unknown
41763245,Cozy room in De Pijp,2579930,Veronica,De Pijp - Rivierenbuurt,52.35575,4.90034,Private room,,2.0,1,0.01,2,22,Amsterdam,,False,,Short-term,Unknown
49940408,Q-Factory Hotel: The Artist for 4,401163260,Q-Factory,Oud-Oost,52.35717,4.92922,Private room,190.0,1.0,4,0.08,7,337,Amsterdam,,True,190.0,Short-term,Mid-range
